timestamp	direction	message
39	incoming	updateConnectedClients
40	incoming	setTaskState: startScreen
40	incoming	updateScore
4714	outgoing	senderCheckIn
4717	incoming	updateConnectedClients
5480	outgoing	receiverCheckIn
5481	incoming	updateConnectedClients
6065	outgoing	startTask: run#1
6067	incoming	updateScore
6068	incoming	setTaskState: dummyScans
7075	incoming	setTaskState: noGoTrial
7866	outgoing	openMouth
7867	incoming	openMouth
8468	outgoing	catchBug
8471	incoming	catchBug
8471	incoming	updateScore
15079	incoming	setTaskState: rest
15080	incoming	closeMouth
17085	incoming	setTaskState: goTrial
17548	outgoing	openMouth
17549	incoming	openMouth
18364	outgoing	catchBug
18365	incoming	catchBug
18365	incoming	updateScore
25092	incoming	setTaskState: rest
25093	incoming	closeMouth
27094	incoming	setTaskState: noGoTrial
27628	outgoing	openMouth
27630	incoming	openMouth
27996	outgoing	catchBug
27997	incoming	catchBug
27997	incoming	updateScore
35101	incoming	setTaskState: rest
35101	incoming	closeMouth
37106	incoming	setTaskState: noGoTrial
37548	outgoing	openMouth
37549	incoming	openMouth
37883	outgoing	catchBug
37884	incoming	catchBug
37884	incoming	updateScore
45111	incoming	setTaskState: rest
45111	incoming	closeMouth
47114	incoming	setTaskState: goTrial
47707	outgoing	openMouth
47707	incoming	openMouth
48661	outgoing	catchBug
48662	incoming	catchBug
48662	incoming	updateScore
55120	incoming	setTaskState: rest
55120	incoming	closeMouth
57124	incoming	setTaskState: goTrial
57619	outgoing	openMouth
57620	incoming	openMouth
58188	outgoing	catchBug
58189	incoming	catchBug
58189	incoming	updateScore
65130	incoming	setTaskState: rest
65130	incoming	closeMouth
