timestamp	direction	source	message
8411	outgoing	nodeServer	updateScore
8411	outgoing	nodeServer	setTaskState: dummyScans
8411	incoming	SENDER	startTask: run#1
9418	outgoing	nodeServer	setTaskState: noGoTrial
10211	outgoing	nodeServer	openMouth
10211	incoming	SENDER	openMouth
10814	outgoing	nodeServer	catchBug
10814	outgoing	nodeServer	updateScore
10814	incoming	SENDER	catchBug
17423	outgoing	nodeServer	setTaskState: rest
17423	outgoing	nodeServer	closeMouth
19428	outgoing	nodeServer	setTaskState: goTrial
19894	outgoing	nodeServer	openMouth
19894	incoming	SENDER	openMouth
20709	outgoing	nodeServer	catchBug
20709	outgoing	nodeServer	updateScore
20709	incoming	SENDER	catchBug
27434	outgoing	nodeServer	setTaskState: rest
27434	outgoing	nodeServer	closeMouth
29438	outgoing	nodeServer	setTaskState: noGoTrial
29973	outgoing	nodeServer	openMouth
29973	incoming	SENDER	openMouth
30341	outgoing	nodeServer	catchBug
30342	outgoing	nodeServer	updateScore
30342	incoming	SENDER	catchBug
37443	outgoing	nodeServer	setTaskState: rest
37443	outgoing	nodeServer	closeMouth
39449	outgoing	nodeServer	setTaskState: noGoTrial
39893	outgoing	nodeServer	openMouth
39893	incoming	SENDER	openMouth
40228	outgoing	nodeServer	catchBug
40228	outgoing	nodeServer	updateScore
40228	incoming	SENDER	catchBug
47453	outgoing	nodeServer	setTaskState: rest
47453	outgoing	nodeServer	closeMouth
49457	outgoing	nodeServer	setTaskState: goTrial
50052	outgoing	nodeServer	openMouth
50052	incoming	SENDER	openMouth
51006	outgoing	nodeServer	catchBug
51006	outgoing	nodeServer	updateScore
51006	incoming	SENDER	catchBug
57463	outgoing	nodeServer	setTaskState: rest
57463	outgoing	nodeServer	closeMouth
59467	outgoing	nodeServer	setTaskState: goTrial
59964	outgoing	nodeServer	openMouth
59964	incoming	SENDER	openMouth
60533	outgoing	nodeServer	catchBug
60533	outgoing	nodeServer	updateScore
60533	incoming	SENDER	catchBug
67472	outgoing	nodeServer	setTaskState: rest
67472	outgoing	nodeServer	closeMouth
69477	outgoing	nodeServer	setTaskState: end
