timestamp	direction	message
46	incoming	updateConnectedClients
47	incoming	setTaskState: startScreen
47	incoming	updateScore
1177	outgoing	senderCheckIn
1181	incoming	updateConnectedClients
2751	outgoing	receiverCheckIn
2753	incoming	updateConnectedClients
5138	outgoing	startTask: run#1
5139	incoming	updateScore
5140	incoming	setTaskState: dummyScans
6145	incoming	setTaskState: goTrial
14149	incoming	setTaskState: rest
16155	incoming	setTaskState: noGoTrial
24162	incoming	setTaskState: rest
26166	incoming	setTaskState: noGoTrial
34170	incoming	setTaskState: rest
36177	incoming	setTaskState: goTrial
44181	incoming	setTaskState: rest
46190	incoming	setTaskState: noGoTrial
54192	incoming	setTaskState: rest
56197	incoming	setTaskState: goTrial
64203	incoming	setTaskState: rest
