Cluster Index	Z	x	y	z	
5	5.07	24	41	12
5	5.06	27	38	11
5	5.05	43	30	10
5	4.74	21	43	11
5	4.54	41	33	11
5	4.5	23	36	13
4	9.44	27	32	25
4	8.19	30	32	26
4	7.53	25	33	24
4	7.23	23	34	24
4	5.36	28	25	23
4	5.31	39	37	22
3	5.46	61	38	14
3	4.6	46	22	18
3	4.27	51	23	18
3	4.14	48	22	18
3	3.88	63	35	15
3	3.8	59	35	16
2	6.84	45	21	7
2	6.72	49	24	5
2	5.41	45	25	7
2	5.03	45	26	5
2	3.57	47	18	6
2	3.32	42	20	8
1	3.86	47	13	11
1	3.42	51	14	8
1	3.36	49	14	8
1	3.23	50	12	8
