Cluster Index	Z	x	y	z	
5	4.48	37	55	18
5	4.47	34	42	25
5	4.44	29	49	20
5	4.43	32	49	24
5	4.4	37	44	26
5	4.34	37	46	26
4	4.84	34	26	4
4	4.79	43	38	4
4	4.49	43	29	4
4	4.04	38	27	4
4	3.99	49	28	6
4	3.85	45	33	5
3	4.95	20	48	11
3	4.66	27	50	8
3	4.33	30	39	4
3	4.3	29	45	6
3	3.8	29	42	4
3	3.76	27	38	5
2	3.05	50	18	1
2	3.03	48	15	1
2	2.87	53	20	1
2	2.67	51	21	1
1	4.49	18	29	9
1	4.33	23	30	8
1	3.37	17	26	8
1	2.72	24	28	10
