Cluster Index	Z	x	y	z	
5	5.31	23	42	11
5	5.01	21	43	11
5	4.72	20	38	13
5	4.65	29	52	11
5	4.36	27	47	11
5	4.23	31	37	10
4	9.96	27	32	25
4	8.38	30	32	26
4	7.63	25	33	24
4	6.23	26	30	22
4	5.59	34	34	24
4	4.36	24	34	20
3	5.1	55	40	11
3	5.07	51	47	11
3	4.38	58	36	17
3	4.37	51	36	11
3	4.25	51	43	11
3	4.25	59	42	11
2	7.68	49	24	5
2	7.4	45	21	7
2	6.14	45	25	7
2	4.33	47	18	6
2	4.33	42	20	8
1	5.7	38	37	22
1	3.42	37	40	21
1	2.98	40	43	22
1	2.81	42	42	22
1	2.74	42	40	22
