timestamp	direction	source	message
16367	outgoing	nodeServer	updateScore
16367	outgoing	nodeServer	setTaskState: dummyScans
16367	incoming	SENDER	startTask: run#1
17373	outgoing	nodeServer	setTaskState: goTrial
18077	incoming	webRoute	openMouth
18077	outgoing	nodeServer	openMouth
20081	incoming	webRoute	openMouth
22086	incoming	webRoute	openMouth
24091	incoming	webRoute	openMouth
25379	outgoing	nodeServer	setTaskState: rest
25379	outgoing	nodeServer	closeMouth
27384	outgoing	nodeServer	setTaskState: noGoTrial
28102	incoming	webRoute	closeMouth
30108	incoming	webRoute	closeMouth
32114	incoming	webRoute	openMouth
32114	outgoing	nodeServer	openMouth
34121	incoming	webRoute	closeMouth
34122	outgoing	nodeServer	closeMouth
35389	outgoing	nodeServer	setTaskState: rest
37394	outgoing	nodeServer	setTaskState: goTrial
38131	incoming	webRoute	closeMouth
40137	incoming	webRoute	closeMouth
42141	incoming	webRoute	closeMouth
44143	incoming	webRoute	openMouth
44143	outgoing	nodeServer	openMouth
45399	outgoing	nodeServer	setTaskState: rest
45399	outgoing	nodeServer	closeMouth
47404	outgoing	nodeServer	setTaskState: goTrial
48152	incoming	webRoute	openMouth
48152	outgoing	nodeServer	openMouth
50158	incoming	webRoute	openMouth
52165	incoming	webRoute	closeMouth
52165	outgoing	nodeServer	closeMouth
54172	incoming	webRoute	closeMouth
55408	outgoing	nodeServer	setTaskState: rest
57413	outgoing	nodeServer	setTaskState: noGoTrial
65418	outgoing	nodeServer	setTaskState: rest
67423	outgoing	nodeServer	setTaskState: noGoTrial
75427	outgoing	nodeServer	setTaskState: rest
77432	outgoing	nodeServer	setTaskState: end
