Cluster Index	Z	x	y	z	
4	4.35	53	50	21
4	3.79	50	64	15
4	3.76	51	55	16
4	3.69	48	64	16
4	3.64	53	61	14
4	3.61	48	63	18
3	5.26	27	26	24
3	4.52	31	26	25
3	4.35	26	26	22
3	4.16	27	26	20
3	4.1	26	28	22
2	4.16	46	38	17
2	4.1	46	35	16
2	3.95	46	40	18
2	3.16	52	38	16
2	3.07	46	42	19
2	2.93	44	36	15
1	3.96	52	14	19
1	3.78	54	17	20
1	3.77	57	17	16
1	3.25	57	18	19
1	3.18	52	16	21
1	2.72	55	18	16
