Cluster Index	Z	x	y	z	
5	5.79	28	54	20
5	5.39	35	62	21
5	4.99	46	42	22
5	4.57	31	45	26
5	4.57	26	52	21
5	4.43	40	61	21
4	5.71	34	33	28
4	5.27	34	31	28
4	5.25	22	35	22
4	5.25	27	36	25
4	4.55	24	37	23
4	4.16	35	26	27
3	4.41	37	42	22
3	3.38	40	44	21
3	2.91	41	41	22
2	4.49	39	59	17
2	3.58	43	58	15
2	3.54	38	58	20
2	3.39	42	55	15
2	2.6	45	60	17
1	3.77	42	54	20
1	3.77	36	55	22
1	3.37	37	53	21
1	3.25	38	51	20
1	3.19	35	52	20
1	3.09	42	53	22
