Cluster Index	Z	x	y	z	
2	10.7	-35.1	-30.8	71.3
2	10.3	-25.6	-26.6	74.4
2	9.35	15.6	-52.4	-13.2
2	9.26	-38.7	-32.9	53.2
2	9.21	-19.2	-22.4	77.5
2	8.79	-51	-30.2	62.2
1	4.23	-6.33	-33.8	-28
1	3.96	-9.36	-21.7	-31.9
1	3.69	-6.6	-39.3	-35.7
1	3.46	-0.265	-27.4	-39.8
1	3.31	-3.01	-37.2	-17.6
1	3.11	-3.21	-20.1	-37.4
