Cluster Index	Z	x	y	z	
4	10.1	28	25	24
4	9.5	31	26	25
4	8.11	33	27	26
4	8.08	24	28	23
4	8.01	27	26	20
4	7.93	23	26	22
3	8.58	45	26	5
3	7.78	45	27	3
3	7.24	49	26	3
3	7.19	46	22	5
3	5.86	48	14	7
3	5.69	36	12	4
2	4.17	51	55	9
2	4.1	47	47	7
2	3.64	42	54	9
2	3.47	42	51	7
2	3.41	44	50	8
2	3.33	48	49	9
1	4.13	42	37	1
1	3.94	37	37	3
1	3.6	40	36	2
1	3.53	38	32	1
1	3.14	39	38	1
1	3.07	38	34	1
