Cluster Index	Z	x	y	z	
4	6.37	24	37	11
4	5.88	24	48	9
4	5.83	25	39	11
4	5.59	31	39	13
4	5.17	22	51	5
4	4.92	27	37	12
3	8.37	35	30	14
3	5.68	35	27	13
3	5.6	28	22	11
3	5.54	33	26	13
3	5.53	26	24	11
3	5.17	21	21	7
2	5.24	55	32	11
2	5.21	53	33	12
2	5.21	55	29	11
2	5.01	51	29	13
2	3.75	54	27	11
2	3.58	53	28	9
1	6.27	35	13	5
1	6.01	33	13	5
1	3.08	28	13	1
