Cluster Index	Z	x	y	z	
5	13	28	28	10
5	11.9	24	30	10
5	11.4	25	28	9
5	11.1	31	29	11
5	10.9	26	31	8
5	9.96	28	31	7
4	5.31	50	65	4
4	4.9	33	68	1
4	4.85	43	67	1
4	4.81	27	61	0
4	4.67	49	64	0
4	4.62	41	68	4
3	4.05	28	18	2
3	3.63	31	21	0
3	3.37	35	25	0
3	2.98	37	24	0
3	2.88	33	22	1
3	2.68	35	27	1
2	4.09	27	45	8
2	3.57	34	45	9
2	3.36	28	42	8
2	3.28	32	44	9
2	2.9	25	46	8
1	4.51	46	61	6
1	3.85	42	60	6
1	3.73	48	58	4
1	3.59	48	60	6
1	3.22	48	63	6
